,Venue,Venue Latitude,Venue Longitude,Venue Category
4557,Champion Pizza,40.721637542248196,-73.99747002195814,Pizza Place
4558,Eileen's Special Cheesecake,40.72159493364086,-73.99749153217225,Bakery
4559,Rachel Comey,40.723493042939545,-73.99715109432377,Boutique
4560,Brodo,40.72253082306549,-73.99704794955281,Soup Place
4561,Crosby Street Hotel,40.72301050973039,-73.99745413751765,Hotel
4562,SoulCycle SoHo,40.72189927604923,-73.99871671615028,Cycle Studio
4563,La Esquina,40.72159769818963,-73.99747136388419,Mexican Restaurant
4564,Muji Pop Up,40.723629,-73.998612,Clothing Store
4565,Osteria Morini,40.72199,-73.99779,Italian Restaurant
4566,Jack's Wife Freda,40.722022,-73.997528,Mediterranean Restaurant
4567,Y7 Studio - Soho,40.721440655284646,-73.99893612207057,Yoga Studio
4568,Nike Soho,40.723240557016034,-73.998898,Sporting Goods Shop
4569,The Crosby Bar,40.72297955751241,-73.99732413690482,Hotel Bar
4570,UNIQLO,40.72337747547583,-73.99797416500556,Clothing Store
4571,Balthazar Bakery,40.72279382122749,-73.99826965556194,Bakery
4572,Ed's Lobster Bar,40.721989915270875,-73.99734249611029,Seafood Restaurant
4573,Sant Ambroeus,40.72340098362672,-73.99676947648368,Italian Restaurant
4574,by CHLOE.,40.72277,-73.9972,Vegetarian / Vegan Restaurant
4575,AllSaints,40.722490588436955,-73.99907091402345,Clothing Store
4576,Allbirds,40.722538991656485,-73.99774680020082,Shoe Store
4577,Dig Inn,40.7237559,-73.9969362,American Restaurant
4578,JOE & THE JUICE,40.72248188638219,-73.99745285511017,Juice Bar
4579,GYM NYC,40.72264592062656,-73.99637717903293,Gym
4580,SEPHORA,40.72393091939712,-73.99832682724656,Cosmetics Shop
4581,Aritzia,40.72286840378287,-73.99850041753875,Women's Store
4582,Kiehl's,40.72240764016051,-73.99630076718495,Cosmetics Shop
4583,Spring Lounge,40.72195614285704,-73.9963268666797,Bar
4584,Café Select,40.721610106927905,-73.99754935696119,Swiss Restaurant
4585,Maison Kitsuné,40.72299738286311,-73.99689751340821,Clothing Store
4586,Club Monaco,40.723298746217864,-73.99854910254622,Clothing Store
4587,lululemon athletica,40.72272134324468,-73.99877451024759,Clothing Store
4588,Zara,40.722473529327445,-73.99941464557678,Clothing Store
4589,Museum Of Ice Cream NYC,40.723917,-73.997941,Museum
4590,Beyond Sushi,40.72207953581667,-73.99625027875686,Vegetarian / Vegan Restaurant
4591,CHOPT,40.7220764092572,-73.9967494029442,Salad Place
4592,Aerie,40.72267,-73.99778,Clothing Store
4593,MooShoes NYC,40.71786084384097,-73.99037749508857,Shoe Store
4594,Russ & Daughters Café,40.719515,-73.989724,Café
4595,Attaboy,40.71898117410041,-73.99154017207253,Speakeasy
4596,Ramen Ishida,40.719635,-73.988366,Asian Restaurant
4597,Top Hops,40.71844138729334,-73.98998709573911,Bar
4598,Orchard Grocer,40.71784735323789,-73.99035763050085,Vegetarian / Vegan Restaurant
4599,Champion Pizza - Ludlow,40.71919049649514,-73.98884975757942,Pizza Place
4600,Petee's Pie Company,40.719087,-73.990862,Pie Shop
4601,Pacific Aquarium & Pet,40.719723258018995,-73.9914960577259,Pet Store
4602,Good Thanks,40.71965031043434,-73.9894538285545,Café
4603,Joey Bats Cafe,40.71996882192281,-73.99002536853604,Bakery
4604,Sonnyboy,40.72057758609427,-73.99005876573494,Australian Restaurant
4605,Extra Butter,40.71944317430965,-73.98955176365668,Shoe Store
4606,The Ten Bells,40.71799099246782,-73.98978213419392,Wine Bar
4607,Tenement Museum,40.718956076914964,-73.98988325614155,History Museum
4608,Mama Spa,40.72035652536182,-73.98970763528969,Spa
4609,Barrio Chino,40.71806907300437,-73.98997500332688,Mexican Restaurant
4610,Dudley's,40.718053,-73.990353,Australian Restaurant
4611,Moscot,40.718807,-73.989761,Optical Shop
4612,Empanada Mama,40.71874733345848,-73.99067147009795,Empanada Restaurant
4613,Wildair,40.72000061250043,-73.98923714960337,French Restaurant
4614,Trapizzino,40.72038960614917,-73.98897171020508,Italian Restaurant
4615,Bitforms Gallery,40.720055351121886,-73.9899896958299,Art Gallery
4616,Bon Bon,40.719848411169856,-73.98998773291106,Candy Store
4617,Antler Beer and Wine Dispensary,40.71969482573157,-73.9902510369686,Bar
4618,Caffe Vita Coffee Roasting Co.,40.71975181143025,-73.98852856288337,Coffee Shop
4619,Soft Swerve Ice Cream,40.718086955112945,-73.991021414639,Ice Cream Shop
4620,Express Tailor Shop,40.720139211683545,-73.9886815453994,Tailor Shop
4621,Zest,40.71803583721071,-73.98986733497588,Sushi Restaurant
4622,Contra,40.71988948807464,-73.98925020539727,New American Restaurant
4623,Erin McKenna's Bakery,40.718001452016765,-73.98975509385077,Bakery
4624,Marshall Stack,40.72062326221096,-73.98974136854692,Pub
4625,Sauce Restaurant,40.72041650236402,-73.98947917431177,Italian Restaurant
4626,Devon,40.71803182430739,-73.98981427375259,Cocktail Bar
4627,Williamsburg Pizza,40.71830322683665,-73.99104579292138,Pizza Place
4628,Sticky Rice,40.71796602327259,-73.99036428348563,Asian Restaurant
4629,Congee Village 粥之家,40.7187354743989,-73.99048776536127,Chinese Restaurant
4630,Ludlow Fitness,40.71888145043661,-73.98895495410055,Gym
4631,Casa Mezcal,40.718016058847105,-73.990300219598,Mexican Restaurant
4632,Tsismis,40.72010348158848,-73.98933112621307,Filipino Restaurant
4633,Chase Bank,40.7183766933581,-73.98856555700215,Bank
4634,Hotel Chantelle,40.71848249951786,-73.98905576383794,Bar
4635,Izakaya Juraku,40.71969384814615,-73.98863594724783,Japanese Restaurant
4636,Pier 25 - Hudson River Park,40.72019260471762,-74.01295032920208,Park
4637,Pier 26 - Hudson River Park,40.72094711352765,-74.0129479765892,Park
4638,Locanda Verde,40.719981,-74.010002,Italian Restaurant
4639,Greenwich Hotel,40.71987580077512,-74.00994926691055,Hotel
4640,Wolfgang's Steakhouse,40.7212523742067,-74.01009900910319,Steakhouse
4641,Verve Wine,40.7214149307276,-74.01011697942397,Wine Shop
4642,Shibui Spa,40.719913006252725,-74.01027510235791,Spa
4643,Smith & Mills,40.720088623166546,-74.00987583373329,American Restaurant
4644,Tribeca Film Center,40.71960372705133,-74.01027284346776,Indie Theater
4645,sweetgreen,40.721335334514734,-74.00970108342335,Salad Place
4646,Kaffe 1668,40.72084943226936,-74.01001528573674,Coffee Shop
4647,City Vineyard,40.72119308612802,-74.01292115449905,Wine Bar
4648,Yves,40.72020152289872,-74.01015743375741,New American Restaurant
4649,Tribeca Dog Run,40.7215093949059,-74.01236056740973,Dog Run
4650,Tribeca Grill,40.7195485688156,-74.01023432493034,American Restaurant
4651,i-Plaza Nail & Spa,40.72029752295717,-74.01023163435853,Spa
4652,Tracy Anderson Studio,40.7214917913738,-74.01008236633213,Gym / Fitness Center
4653,Le Coucou,40.71911370398213,-74.00020174355126,French Restaurant
4654,Hair Toto Group,40.71862896859177,-73.9995930107727,Salon / Barbershop
4655,Boba Guys,40.71883010400869,-74.00101423823209,Bubble Tea Shop
4656,Michele Varian Shop,40.71959880734016,-74.00048534062566,Design Studio
4657,New York Pilates - Soho,40.719369601409646,-74.00055460146214,Pilates Studio
4658,Magic Jewelry,40.71783255368834,-74.00011970867772,Jewelry Store
4659,Animal Haven,40.71877490217347,-73.99926985433633,Animal Shelter
4660,Museum of Chinese in America (MOCA),40.71936148321417,-73.99908632040024,History Museum
4661,Spring Café,40.717857,-74.0002,Café
4662,Canal Street Market,40.71889041182096,-74.00099432589256,Flea Market
4663,Joe’s Steam Rice Roll,40.71885242984578,-74.00102459239547,Chinese Restaurant
4664,Taiyaki NYC,40.717944548273124,-73.99894952774048,Ice Cream Shop
4665,New Top Jewelry,40.7186,-73.99974399999999,Jewelry Store
4666,Kam Hing Coffee Shop 金興,40.71801668499095,-73.99920951068383,Coffee Shop
4667,Blick Art Materials,40.719506401362786,-73.9999434822264,Arts & Crafts Store
4668,Canal Body Work Inc.,40.717665000000004,-73.999104,Massage Studio
4669,The Blond,40.71924234753701,-74.00006632090165,Nightclub
4670,Manero’s Pizza,40.717627,-73.99847199999999,Pizza Place
4671,Chikarashi,40.71772354492037,-73.99967083074482,Japanese Restaurant
4672,May Wah Vegetarian Market,40.718581585734306,-73.99943664165114,Grocery Store
4673,Forlini's,40.71712182973978,-73.99964489221335,Italian Restaurant
4674,Kung Fu Tea,40.71772139543519,-74.00000515643973,Bubble Tea Shop
4675,Sweets Bakery,40.71748255654752,-73.99953247138122,Bakery
4676,May Wah Pork Chop Fast Food,40.71833211813762,-73.99844389067974,Chinese Restaurant
4677,August Gatherings,40.71878368471897,-74.00105837444531,Cantonese Restaurant
4678,Maiyomi Traditions Technique Restore inc,40.717383458095384,-74.00066614151001,Spa
4679,Kaigo Coffee Room,40.71863256946489,-74.00036738038041,Coffee Shop
4680,Popular Jewelry Corp.,40.718778,-74.000561,Jewelry Store
4681,S10 Training,40.71803352884629,-74.0012922044719,Gym
4682,SKY TING YOGA,40.71812415369316,-74.00305076100503,Yoga Studio
4684,Sacred Tattoo,40.719682883306085,-74.00175759058459,Tattoo Parlor
4685,Roman And Williams GUILD,40.72021445902561,-74.00230129895583,Furniture / Home Store
4686,UFC NYC - SoHo,40.71932383938399,-74.00177756502949,Boxing Gym
4689,Blue Bottle Coffee,40.718354999999995,-74.002215,Coffee Shop
4690,La Mercerie,40.72021170000001,-74.00213080000002,French Restaurant
4691,VERAYOGA,40.718917,-74.002158,Yoga Studio
4692,Cafe Bari,40.71941185347321,-74.00193748552685,Café
4693,Sawada Coffee,40.718067943806524,-74.00200117832283,Coffee Shop
4694,Eden Day Spa,40.7181413,-74.0025244,Spa
4695,Au Cheval,40.71807461768801,-74.0019744088625,American Restaurant
4697,Art in General,40.71816497224203,-74.00202951471842,Art Gallery
4698,K&M Camera,40.717649610813076,-74.0033381987711,Camera Store
4699,Stadium Goods,40.71995513856335,-74.0020520257337,Shoe Store
4701,Liberated Movement,40.717989767274354,-74.00286058645817,Dance Studio
4702,Pearl River Mart,40.718681385364995,-74.00267567350862,Gift Shop
4703,Peep Show,40.71805432623303,-74.00194823741913,Speakeasy
4704,Tower Research Capital Roof,40.71816191684928,-74.00364077097366,Roof Deck
4706,Spring Studios,40.72091513513113,-74.00620692903254,Event Space
4707,Blue in Green,40.720819039579546,-74.0030216371939,Men's Store
4708,The Drama League Theater Center,40.72005407894268,-74.00433873644653,Theater
4709,Pepolino,40.72091120041498,-74.00515242264551,Italian Restaurant
4710,La Colombe Torrefaction,40.719829,-74.003854,Coffee Shop
4711,Leslie+Lohman Museum of Gay & Lesbian Art,40.72177971162039,-74.00316977960017,Art Gallery
4712,Macao Trading Co.,40.719759,-74.003981,Asian Restaurant
4713,Jeffrey Deitch,40.72155035748187,-74.00334954345144,Art Gallery
4714,Barry's Bootcamp,40.721128035611365,-74.00539755821228,Gym / Fitness Center
4715,Everyman Espresso,40.72137,-74.004377,Coffee Shop
4716,SoHo Grand Hotel Club Room,40.721958007618014,-74.00425217359967,Cocktail Bar
4717,Poke Bowl,40.72145609102901,-74.00491194927729,Poke Place
4718,Grandaisy Bakery,40.7200760835469,-74.00565061546854,Bakery
4719,Belle Reve,40.719527614151524,-74.00441549272927,Cocktail Bar
4720,Tribeca Park,40.720220337356935,-74.00544611976716,Park
4721,Anotheroom,40.719934444414406,-74.00563280724778,Bar
4722,Soho Diner,40.722105,-74.004214,Diner
4723,Antique Garage,40.71987665102236,-74.00417539728628,Mediterranean Restaurant
4724,CURRENT,40.7203,-74.00345,Gym
4726,Gotan,40.719217148322926,-74.00664210319519,Café
4727,The Django,40.71936473752016,-74.00488004789766,Lounge
4731,Lyons Den Power Yoga,40.718871955905044,-74.00498876667474,Yoga Studio
4732,Terra Wine Bar,40.7192683,-74.0065046,Wine Bar
4733,Best Made Company,40.718881038062285,-74.00474499588212,Sporting Goods Shop
4734,The Roxy Hotel,40.71934055853672,-74.00504389888542,Hotel
4735,The Roxy Hotel Bar,40.7193935332575,-74.00492368351038,Cocktail Bar
4737,Frenchette,40.719596,-74.005786,French Restaurant
4739,Bâtard,40.719624,-74.005788,Modern European Restaurant
4740,Sweet Lily,40.71914305111835,-74.00653736323514,Spa
4743,Shigure,40.718805651441315,-74.00511283615627,Sake Bar
4745,Jack's Stir Brew,40.719352068475175,-74.00507493983466,Coffee Shop
4748,Steven Alan Annex - Tribeca,40.71852061337537,-74.00562753117676,Boutique
4750,Petrarca Cucina E Vino,40.71893504048736,-74.00494019532849,Italian Restaurant
4751,Tracy Anderson Tribeca,40.718512795237906,-74.00528191913925,Athletics & Sports
4754,La Compagnie des Vins Surnaturels,40.720447943059405,-73.9979693380989,Wine Bar
4755,Saturdays Surf NYC,40.720746,-73.999346,Clothing Store
4757,American Two Shot,40.72034401126167,-73.99972427347925,Women's Store
4759,Le Botaniste,40.720544695755194,-74.00013783329237,Vegetarian / Vegan Restaurant
4762,Maman,40.720222,-73.998327,Café
4763,Devachan Salon and Deva Spa,40.72119715178321,-73.99896025657654,Salon / Barbershop
4764,Serenity Salon,40.720574,-74.000499,Salon / Barbershop
4765,Baby Grand,40.71991065138275,-73.99926856046173,Karaoke Bar
4766,Opening Ceremony,40.71965414131363,-74.00082112324672,Boutique
4768,The Color House,40.72044901262941,-73.99879812140958,Design Studio
4770,NOMO SOHO,40.71989209219618,-74.00008301777052,Hotel
4772,The Ship,40.719912349965995,-73.99950333359008,Speakeasy
4773,Troquet,40.720014653565094,-73.9991268252639,French Restaurant
4774,Gasoline Alley Coffee,40.720050627183326,-73.99882078170776,Coffee Shop
4775,Baz Bagel and Restaurant,40.7193269241842,-73.99769961833954,Bagel Shop
4777,Flour Shop,40.72032303020666,-73.99876713752747,Bakery
4778,Lan Larb Soho,40.71988996911552,-73.99845689003332,Thai Restaurant
4779,Spoke and Weal,40.720199481169765,-73.99929691519924,Health & Beauty Service
4780,Onieal's Grand Street Bar & Restaurant,40.7195934678361,-73.9979656117126,Bar
4782,Thom Browne,40.71925699425601,-74.00838913928574,Men's Store
4783,Jungsik,40.718694630954566,-74.00906972656956,Korean Restaurant
4784,Two Hands Restaurant & Bar,40.71793729407671,-74.0056947993655,Australian Restaurant
4786,Y7 Studio - Tribeca,40.7178305720227,-74.0062042065723,Gym / Fitness Center
4787,The Odeon,40.71701011409906,-74.00804244562225,French Restaurant
4789,Zutto Japanese American Pub,40.7185655837561,-74.00891273768076,Noodle House
4790,Patron of the New,40.71919005166694,-74.00778780791066,Boutique
4791,Distilled,40.71892639175016,-74.00672015035789,Gastropub
4792,Puffy's Tavern,40.7186500967602,-74.00890899249782,Bar
4794,Tutto Il Giorno Tribeca,40.71865547863606,-74.006215076712,Italian Restaurant
4795,Foley Square,40.7145088132257,-74.00291919708252,Park
4796,Vivi Bubble Tea,40.71594984494608,-74.00458319478163,Bubble Tea Shop
4797,Think Coffee,40.71690888950524,-74.00393447886529,Coffee Shop
4798,Pret A Manger,40.71582977186568,-74.00493069561638,Sandwich Place
4799,Gibney Dance Center Downtown,40.71392316324669,-74.0056614920451,Dance Studio
4800,African Burial Ground National Monument,40.71498975306652,-74.00552975826278,Monument / Landmark
4801,CrossFit 212 TriBeCa,40.714537431170484,-74.00599852611592,Gym
4802,Racines,40.714754151461236,-74.0075806002039,French Restaurant
4803,Modern Martial Arts NYC Tribeca,40.71543099173628,-74.00736173096483,Martial Arts School
4804,Sophie's Cuban Cuisine,40.71480295894467,-74.00765642063459,Cuban Restaurant
4805,20 Thomas St. (The Flea Theater),40.71616108888684,-74.00582556960691,Theater
4806,Chipotle Mexican Grill,40.714606606499316,-74.00633473282073,Burrito Place
4807,Hank's Juicy Beef,40.714349,-74.007215,Sandwich Place
4808,1803,40.71541804978279,-74.00742495064014,Cajun / Creole Restaurant
4809,Sole di Capri,40.715342564822116,-74.00768998132274,Italian Restaurant
4810,The Helena Gym,40.71427625954067,-74.00596671807583,Gym
4811,Hungry Ghost,40.71537908911408,-74.00747585756598,Coffee Shop
4812,Blue Spoon Coffee Co.,40.714427584609766,-74.00685853301651,Coffee Shop
4813,Downtown Dance Factory,40.71485327693818,-74.00589299286251,Dance Studio
4814,Delimarie,40.71575398283161,-74.00619797503671,Deli / Bodega
4815,Potbelly Sandwich Shop,40.714454131743295,-74.00582021953926,Sandwich Place
4817,Modell's Sporting Goods,40.71419848467429,-74.00614192268472,Sporting Goods Shop
4818,Los Tacos No. 1,40.714267,-74.008756,Taco Place
4819,Korin,40.71482437714839,-74.00940425461492,Furniture / Home Store
4820,Takahachi,40.71652647412374,-74.00810108466207,Sushi Restaurant
4821,Heyday,40.715726,-74.007767,Spa
4822,Exceed Physical Culture,40.7156286200256,-74.0079922583853,Gym / Fitness Center
4823,FlashDancers Downtown,40.71435,-74.0098,Strip Club
4824,Restaurant Marc Forgione,40.71637984317071,-74.00962933453428,New American Restaurant
4825,Nish Nūsh,40.71553710116416,-74.00772452925565,Falafel Restaurant
4826,Khe-Yo,40.716752816876635,-74.00858376295221,Asian Restaurant
4827,Weather Up,40.71674084163369,-74.0086664438893,Cocktail Bar
4828,Lekka Burger,40.715246,-74.010559,Burger Joint
4829,Mulberry & Vine,40.71517693966315,-74.01022747778285,Café
4830,Chambers Street Wines,40.715773063928374,-74.00971823312332,Wine Shop
4831,Tiny's and the Bar Upstairs,40.71679304855808,-74.00821998878457,American Restaurant
4832,Philip Williams Posters,40.71528423132827,-74.00878093952018,Antique Shop
4833,The Mysterious Bookshop,40.71490950153982,-74.00948027011903,Bookstore
4834,Ward III,40.715885126086015,-74.00871361902418,Cocktail Bar
4835,Evening Bar,40.71530064805699,-74.00934703247239,Hotel Bar
4837,Little Park,40.715486585249735,-74.00913313510836,American Restaurant
4838,Primo’s,40.71550092965859,-74.00897677392395,Cocktail Bar
4839,Babesta,40.71476,-74.00928,Baby Store
4840,Kula Yoga Project,40.714342290158086,-74.00809356840004,Yoga Studio
4842,Frankly Wines,40.71447694276293,-74.0100388662148,Wine Shop
4843,Zucker's Bagels & Smoked Fish,40.71558,-74.00985,Bagel Shop
4844,Smyth Hotel,40.7151439,-74.0091826,Hotel
4846,Balloon Saloon,40.716698758420456,-74.0083896057843,Toy / Game Store
4850,Mudville Restaurant & Tap House,40.71533575723845,-74.00888099625213,Wings Joint
4851,sweetgreen,40.715493,-74.008951,Salad Place
4852,Jack’s Stir Brew Coffee,40.71645048567266,-74.0097547321717,Coffee Shop
4853,Gunbae,40.714529061647745,-74.01024165602449,Korean Restaurant
4854,Benares,40.714117,-74.009248,Indian Restaurant
4857,Takahachi Bakery,40.713652845301894,-74.0088038953017,Bakery
4862,Equinox Tribeca,40.71409860726041,-74.0096857179283,Gym
4877,Gran Morsi,40.714246192274395,-74.00792514672226,Italian Restaurant
4886,Juice Press,40.71478769908051,-74.0111317502157,Vegetarian / Vegan Restaurant
4887,Whole Foods Market,40.715579155420606,-74.01136823958119,Grocery Store
4888,SoulCycle TriBeCa,40.71617819906241,-74.0130073837599,Cycle Studio
